CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
53033032329,Washington,King County,1,6599,2362,0,0,0,0,0,0,0,0,0,2.1,185229,1,1,1,1,1,0,0,0,4299,5775,4299,235,327,235,5775,87.51,327,4.96,1973,29.9,173,2.62,3523,53.38,55,0.84,1879,28.47,0,0,9,0.14,309,4.68,230,3.48,58,2.45,33,1.39,4299,65.15,235,3.56,1550,23.49,137,2.08,2579,39.08,31,0.47,1471,22.29,0,0,5,0.07,213,3.23,143,2.17,30,1.26,22,0.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,528,2098,415,4145,69,2047,0,10,328,254,105,52
53033032401,Washington,King County,0,5859,2029,0,55,0.94,0,0,0,0,0,0,2.9,145662,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4781,81.6,383,6.54,1388,23.7,277,4.73,4374,74.66,21,0.35,122,2.09,3,0.05,34,0.59,226,3.86,237,4.04,73,3.57,59,2.93,3097,52.85,295,5.04,785,13.4,230,3.92,2858,48.78,12,0.2,64,1.1,2,0.03,28,0.47,133,2.27,106,1.8,66,3.24,40,1.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,421,1723,357,5344,27,133,3,43,309,370,76,78
53033032402,Washington,King County,0,6010,2081,0,0,0,0,0,0,0,0,0,3.1,158221,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4947,82.32,436,7.26,1453,24.17,280,4.66,4464,74.27,11,0.18,116,1.93,4,0.07,30,0.5,322,5.36,313,5.21,15,0.7,57,2.76,3360,55.9,337,5.62,926,15.41,209,3.47,3039,50.57,7,0.11,81,1.35,4,0.06,21,0.34,209,3.47,224,3.73,9,0.43,40,1.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,581,1764,348,5415,17,151,4,35,388,379,15,83
53033032500,Washington,King County,0,5237,1906,0,2,0.04,0,0,0,0,0,0,4.2,127037,0,0,0,0,0,0,0,0,0,0,NULL,0,0,NULL,3943,75.29,401,7.65,981,18.74,334,6.38,3542,67.63,31,0.59,118,2.24,3,0.06,27,0.52,223,4.25,188,3.58,11,0.56,70,3.65,3086,58.92,277,5.28,731,13.96,273,5.21,2790,53.27,25,0.47,84,1.6,1,0.02,18,0.34,169,3.22,122,2.32,10,0.51,56,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,805,1341,428,4635,45,158,3,41,355,377,15,98
53033032601,Washington,King County,0,2785,1057,0,0,0,0,0,0,0,0,0,1.2,114643,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1584,56.88,142,5.1,368,13.23,177,6.35,1488,53.41,1,0.05,15,0.54,3,0.09,10,0.36,68,2.43,65,2.33,20,1.89,35,3.33,977,35.07,55,1.99,214,7.67,103,3.71,917,32.91,1,0.04,8,0.28,1,0.05,4,0.14,46,1.66,42,1.5,14,1.35,22,2.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,378,655,333,2567,4,27,4,21,162,143,34,69
53033032602,Washington,King County,1,11041,3657,0,126,1.14,0,0,0,0,0,0,1.3,157911,1,1,1,1,1,0,0,0,4026,9115,4026,163,305,163,9115,82.56,305,2.77,3187,28.86,448,4.06,7663,69.41,92,0.84,822,7.45,7,0.06,59,0.54,471,4.27,423,3.83,14,0.4,47,1.3,4026,36.46,163,1.48,1451,13.14,221,2,3428,31.04,65,0.59,257,2.33,2,0.02,37,0.34,236,2.14,195,1.76,9,0.23,20,0.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,404,3817,530,9277,104,1020,8,71,561,507,17,72
53033032702,Washington,King County,0,6545,2405,0,19,0.29,0,0,0,0,0,0,4.4,116442,0,0,0,0,0,0,0,0,69,69,5,11,11,1,5735,87.62,384,5.87,1466,22.39,329,5.02,5352,81.78,23,0.35,78,1.2,13,0.2,49,0.75,219,3.34,198,3.02,12,0.49,67,2.8,5207,79.56,374,5.71,1328,20.29,304,4.64,4877,74.52,23,0.35,70,1.07,13,0.2,47,0.71,177,2.7,165,2.53,12,0.49,61,2.53,69,1.05,11,0.17,2,0.04,8,0.12,60,0.92,0,0,5,0.08,0,0,0,0,4,0.05,3,0.04,0,0,1,0.05,5,0.07,1,0.01,0,0,0,0,4,0.06,0,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,424,1724,357,6091,24,96,14,52,268,231,15,79
53033032703,Washington,King County,1,2020,768,0,0,0,0,0,0,0,0,0,3.7,112679,1,1,1,1,1,0,0,0,2020,2020,2020,259,259,259,2020,100,259,12.8,493,24.41,164,8.12,1778,88.02,9,0.45,32,1.58,2,0.1,41,2.03,158,7.82,156,7.72,21,2.74,57,7.46,2020,99.99,259,12.8,493,24.4,164,8.12,1778,88.02,9,0.44,32,1.58,2,0.1,41,2.03,158,7.82,156,7.72,21,2.74,57,7.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,285,493,164,1778,9,32,2,41,158,156,27,65
53033032704,Washington,King County,1,6014,2319,0,55,0.91,0,0,0,0,0,0,14.6,118201,1,1,1,1,1,0,0,0,1825,3502,1825,167,499,167,3502,58.23,499,8.29,912,15.17,303,5.05,3235,53.8,13,0.21,28,0.46,6,0.09,38,0.63,183,3.04,173,2.88,39,1.67,126,5.45,1825,30.34,167,2.78,460,7.64,152,2.53,1670,27.76,7,0.11,13,0.21,3,0.06,21,0.34,112,1.86,110,1.83,5,0.23,66,2.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1783,1523,634,5479,32,82,10,63,348,361,203,248
53033032800,Washington,King County,0,2851,1156,0,3,0.11,0,0,0,0,0,0,2.3,115000,1,1,0,0,0,1,0,0,638,638,65,304,304,31,2851,100,451,15.82,622,21.82,312,10.94,2702,94.77,3,0.11,32,1.12,1,0.04,33,1.16,80,2.81,57,2,56,4.82,53,4.58,2837,99.52,450,15.78,619,21.72,310,10.89,2689,94.33,3,0.11,32,1.12,1,0.04,33,1.15,79,2.79,56,1.97,56,4.8,53,4.56,638,22.38,304,10.65,84,2.94,113,3.98,600,21.04,3,0.11,9,0.32,1,0.04,13,0.46,12,0.43,17,0.6,32,2.77,15,1.32,65,2.28,31,1.1,4,0.15,12,0.44,63,2.22,1,0.02,0,0,0,0,0,0,1,0.04,1,0.03,4,0,2,0.15,332,622,312,2702,3,32,1,33,80,57,44,45
53035080101,Washington,Kitsap County,1,2417,1108,0,40,1.65,0,0,0,0,1,0,17.3,78281,0,1,0,1,0,0,0,1,319,2244,319,82,642,82,2244,92.85,642,26.56,396,16.4,536,22.17,1620,67.04,116,4.78,201,8.32,20,0.81,39,1.6,249,10.29,192,7.95,207,18.71,151,13.66,319,13.2,82,3.4,55,2.29,70,2.9,260,10.75,13,0.53,18,0.75,1,0.04,4,0.16,24,0.98,20,0.82,27,2.46,21,1.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,944,435,585,1731,132,227,21,40,266,205,249,185
53035080102,Washington,Kitsap County,1,4615,1797,0,129,2.8,0,1,0,0,0,1,14.9,52213,0,1,0,1,0,0,0,0,NULL,1175,NULL,NULL,570,NULL,1175,25.47,570,12.36,307,6.64,140,3.03,752,16.31,70,1.52,117,2.53,48,1.05,25,0.54,163,3.53,126,2.72,27,1.52,104,5.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2222,1085,603,3077,274,472,119,97,576,428,120,472
53035080200,Washington,Kitsap County,1,3511,1525,0,44,1.25,0,1,0,0,0,1,18.4,59138,0,1,0,1,0,0,0,0,NULL,704,NULL,NULL,200,NULL,704,20.04,200,5.7,142,4.06,105,2.99,579,16.49,36,1.04,21,0.61,12,0.33,3,0.09,52,1.48,43,1.24,16,1.04,85,5.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1606,743,590,2618,201,290,61,38,303,246,263,476
53035080300,Washington,Kitsap County,1,3149,1548,0,96,3.05,0,1,0,1,1,1,15.8,54730,0,1,0,1,0,0,0,1,184,2273,184,61,835,61,2273,72.17,835,26.53,490,15.56,229,7.26,1657,52.61,184,5.85,94,2.98,46,1.46,30,0.96,262,8.32,210,6.66,160,10.31,192,12.39,184,5.84,61,1.95,37,1.19,36,1.15,160,5.08,4,0.14,3,0.11,0,0,0,0,16,0.51,14,0.45,6,0.41,14,0.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1238,593,608,2342,231,129,51,60,336,283,289,313
53035080400,Washington,Kitsap County,1,3361,1621,0,2,0.06,0,0,0,0,1,0,13.4,93333,1,1,1,1,1,0,0,1,2882,3361,2882,714,860,714,3361,100,860,25.57,574,17.08,595,17.7,2840,84.5,100,2.98,126,3.75,19,0.57,39,1.16,237,7.05,160,4.76,192,11.83,196,12.06,2882,85.75,714,21.24,469,13.94,524,15.59,2441,72.64,82,2.45,107,3.19,17,0.5,34,1.01,201,5.97,133,3.97,173,10.68,172,10.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,898,574,595,2840,100,126,19,39,237,160,195,203
53035080500,Washington,Kitsap County,1,2900,1371,0,158,5.45,1,1,1,1,1,1,23.7,59583,1,1,1,1,1,0,0,1,820,2900,820,335,1326,335,2900,100,1326,45.71,507,17.48,194,6.69,2181,75.21,185,6.38,98,3.38,31,1.07,68,2.34,337,11.62,327,11.28,449,32.76,321,23.38,820,28.28,335,11.54,110,3.8,74,2.54,636,21.92,58,2,27,0.93,16,0.54,15,0.53,69,2.36,84,2.9,102,7.46,106,7.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1305,507,194,2181,185,98,31,68,337,327,491,353
53035080600,Washington,Kitsap County,1,4921,2056,0,30,0.61,0,1,0,0,0,1,9.6,65929,0,1,0,1,0,0,0,0,149,2552,149,16,773,16,2552,51.86,773,15.71,544,11.06,300,6.09,1999,40.61,81,1.65,120,2.44,26,0.53,42,0.86,284,5.77,215,4.37,69,3.36,245,11.91,149,3.03,16,0.33,26,0.52,29,0.59,120,2.43,3,0.06,8,0.16,1,0.01,0,0.01,18,0.36,11,0.23,1,0.05,15,0.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1844,1078,461,3723,223,247,44,111,573,488,162,465
53035080700,Washington,Kitsap County,1,3236,1496,0,20,0.62,0,0,0,0,0,0,12.1,69605,1,1,1,1,1,0,0,0,1526,2844,1526,412,724,412,2844,87.89,724,22.37,491,15.17,559,17.28,2493,77.03,50,1.56,85,2.64,13,0.39,37,1.14,166,5.14,136,4.21,83,5.58,130,8.68,1526,47.16,412,12.73,249,7.69,288,8.9,1363,42.13,27,0.84,35,1.07,4,0.11,15,0.47,83,2.55,60,1.86,18,1.18,70,4.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,863,560,627,2832,59,93,16,45,191,155,122,160
53035080800,Washington,Kitsap County,1,1921,568,0,78,4.06,0,1,0,0,0,1,5.5,59191,0,1,0,1,0,0,0,0,481,1687,481,98,440,98,1687,87.82,440,22.89,681,35.45,2,0.1,1205,62.71,177,9.23,74,3.85,22,1.17,21,1.1,187,9.75,213,11.07,0,0,20,3.46,481,25.02,98,5.13,163,8.48,1,0.05,351,18.29,60,3.12,24,1.24,7,0.35,4,0.21,35,1.81,51,2.64,0,0,5,0.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,530,760,2,1360,203,83,28,26,221,257,0,28
53035080900,Washington,Kitsap County,1,4430,1883,0,19,0.43,1,1,1,0,0,1,15.9,66379,1,1,1,1,1,0,0,0,723,2653,723,212,814,212,2653,59.89,814,18.37,605,13.65,315,7.11,2044,46.14,135,3.05,102,2.29,24,0.53,51,1.15,298,6.73,245,5.54,52,2.78,221,11.71,723,16.33,212,4.78,187,4.21,60,1.36,493,11.13,71,1.61,33,0.75,11,0.25,15,0.35,99,2.24,54,1.22,10,0.51,61,3.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1435,969,558,3521,190,168,33,85,433,356,96,410
53035081000,Washington,Kitsap County,1,3652,1588,0,61,1.67,1,1,1,0,0,1,23.3,61695,1,1,1,1,1,0,0,0,1371,3358,1371,568,1522,568,3358,91.95,1522,41.68,763,20.91,299,8.17,2514,68.83,183,5.02,156,4.28,71,1.94,61,1.68,373,10.2,260,7.11,80,5.07,425,26.75,1371,37.54,568,15.54,270,7.4,126,3.45,1027,28.12,72,1.97,66,1.8,28,0.77,24,0.67,154,4.22,131,3.58,25,1.58,192,12.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2447,795,407,2743,203,173,75,68,390,273,209,653
53035081100,Washington,Kitsap County,1,2897,1178,0,201,6.94,0,1,0,0,0,1,26.7,57394,0,1,0,1,0,0,0,0,16,1578,16,7,657,7,1578,54.45,657,22.67,315,10.87,178,6.16,1208,41.71,84,2.91,69,2.38,14,0.47,35,1.21,167,5.77,137,4.73,99,8.37,171,14.48,16,0.55,7,0.24,2,0.06,2,0.07,12,0.43,1,0.05,0,0,0,0,0,0,2,0.07,0,0.01,1,0.1,2,0.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1136,579,318,2191,146,146,32,79,303,247,202,342
53035081200,Washington,Kitsap County,1,3017,1309,0,27,0.89,0,1,0,0,0,1,17.3,53355,0,1,0,1,0,0,0,0,NULL,992,NULL,NULL,421,NULL,992,32.87,421,13.97,225,7.46,77,2.56,756,25.05,45,1.5,30,0.98,27,0.91,20,0.67,113,3.76,106,3.5,56,4.25,86,6.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1200,644,253,2269,148,120,54,78,348,312,164,271
53035081400,Washington,Kitsap County,1,3513,41,1,3375,96.07,0,1,0,0,0,1,30.3,NULL,0,1,0,1,0,0,0,0,104,3513,104,51,1737,51,3513,100,1737,49.44,60,1.71,1,0.03,2377,67.66,575,16.37,196,5.58,17,0.48,58,1.65,290,8.26,507,14.43,0,0,15,37.5,104,2.95,51,1.46,0,0,0,0,70,1.98,17,0.47,7,0.2,1,0.02,2,0.04,8,0.24,15,0.44,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44,60,1,2377,575,196,17,58,290,507,0,9
53035090101,Washington,Kitsap County,0,5611,2230,0,0,0,0,0,0,0,0,0,13.3,84234,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,5611,100,1588,28.3,1231,21.94,929,16.56,4573,81.5,25,0.45,74,1.32,5,0.09,637,11.35,297,5.29,290,5.17,51,2.29,411,18.44,5611,100,1588,28.3,1231,21.94,929,16.56,4573,81.5,25,0.45,74,1.32,5,0.09,637,11.35,297,5.29,290,5.17,51,2.29,411,18.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1911,1231,929,4573,25,74,5,637,297,290,57,465
53035090102,Washington,Kitsap County,0,5781,2390,0,0,0,0,0,0,0,0,0,4.4,94491,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4290,74.2,391,6.76,952,16.47,701,12.13,3940,68.15,16,0.27,80,1.38,12,0.21,71,1.23,171,2.96,119,2.06,22,0.92,84,3.52,3551,61.43,280,4.85,782,13.53,606,10.47,3270,56.57,14,0.24,59,1.02,6,0.11,56,0.97,145,2.52,98,1.7,10,0.42,69,2.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,695,1277,936,5256,25,105,16,103,276,246,64,126
53035090201,Washington,Kitsap County,0,4573,1663,0,0,0,0,0,0,0,0,0,1.7,105263,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4531,99.07,363,7.94,1176,25.72,556,12.15,4162,91,36,0.79,105,2.3,10,0.22,29,0.63,189,4.13,214,4.68,27,1.63,53,3.18,4176,91.32,340,7.44,1087,23.77,521,11.4,3847,84.13,36,0.78,90,1.96,8,0.18,28,0.61,167,3.65,185,4.04,25,1.52,49,2.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,360,1186,562,4199,36,107,10,29,192,219,29,59
